Sample in Buffer,Sample in Window,TRIGGER,receiver_0[31:0],ila_data[325:0],receiver_1[31:0],receiver_2[31:0],receiver_3[31:0],transmitter_0[31:0],transmitter_1[31:0],transmitter_2[31:0],transmitter_3[31:0],prbs_match_int[3:0],gtwiz_userclk_rx_usrclk2_int,gtwiz_userclk_rx_active_int,gtwiz_reset_all_int,gtwiz_reset_rx_done_int,gtwiz_userclk_tx_usrclk2_int,gtwiz_userclk_tx_active_int,gtpowergood_int[3:0],rx8b10ben_int[3:0],rxlpmen_int[3:0],rxcommadeten_int[3:0],rxmcommaalignen_int[3:0],rxpcommaalignen_int[3:0],rxbyteisaligned_int[3:0],rxbyterealign_int[3:0],rxcommadet_int[3:0],rxpmaresetdone_int[3:0],tx8b10ben_int[3:0],txpmaresetdone_int[3:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX
312,312,0,8529bc3c,0083ffc03fffffffb0852cbc3c852cbc3c852cbc3c852cbc3c8529bc3c8529bc3c4181b2748529bc3c,4181b274,8529bc3c,8529bc3c,852cbc3c,852cbc3c,852cbc3c,852cbc3c,0,1,1,0,1,1,1,f,f,f,f,f,f,f,0,0,f,f,f
313,313,0,852abc3c,0083ffc03fffffffb0852dbc3c852dbc3c852dbc3c852dbc3c852abc3c852abc3c0181927f852abc3c,0181927f,852abc3c,852abc3c,852dbc3c,852dbc3c,852dbc3c,852dbc3c,0,1,1,0,1,1,1,f,f,f,f,f,f,f,0,0,f,f,f
314,314,0,852bbc3c,0083ffc03ffffffeb0852ebc3c852ebc3c852ebc3c852ebc3c852bbc3c852bbc3c41819265852bbc3c,41819265,852bbc3c,852bbc3c,852ebc3c,852ebc3c,852ebc3c,852ebc3c,0,1,1,0,1,0,1,f,f,f,f,f,f,f,0,0,f,f,f
315,315,0,852cbc3c,0083ffc03ffffffea0852fbc3c852fbc3c852fbc3c852fbc3c852cbc3c852cbc3c01819270852cbc3c,01819270,852cbc3c,852cbc3c,852fbc3c,852fbc3c,852fbc3c,852fbc3c,0,0,1,0,1,0,1,f,f,f,f,f,f,f,0,0,f,f,f
316,316,0,852dbc3c,0083ffc03fffffffa08530bc3c8530bc3c8530bc3c8530bc3c852dbc3c852dbc3c41819266852dbc3c,41819266,852dbc3c,852dbc3c,8530bc3c,8530bc3c,8530bc3c,8530bc3c,0,0,1,0,1,1,1,f,f,f,f,f,f,f,0,0,f,f,f
317,317,0,852ebc3c,0083ffc03fffffffb08531bc3c8531bc3c8531bc3c8531bc3c852ebc3c852ebc3c01819268852ebc3c,01819268,852ebc3c,852ebc3c,8531bc3c,8531bc3c,8531bc3c,8531bc3c,0,1,1,0,1,1,1,f,f,f,f,f,f,f,0,0,f,f,f
318,318,0,852fbc3c,0083ffc03fffffffb08532bc3c8532bc3c8532bc3c8532bc3c852fbc3c852fbc3c0181923d852fbc3c,0181923d,852fbc3c,852fbc3c,8532bc3c,8532bc3c,8532bc3c,8532bc3c,0,1,1,0,1,1,1,f,f,f,f,f,f,f,0,0,f,f,f
319,319,0,8530bc3c,0083ffc03ffffffeb08533bc3c8533bc3c8533bc3c8533bc3c8530bc3c8530bc3c0181923b8530bc3c,0181923b,8530bc3c,8530bc3c,8533bc3c,8533bc3c,8533bc3c,8533bc3c,0,1,1,0,1,0,1,f,f,f,f,f,f,f,0,0,f,f,f
320,320,0,8531bc3c,0083ffc03ffffffea08534bc3c8534bc3c8534bc3c8534bc3c8531bc3c8531bc3c4181b2678531bc3c,4181b267,8531bc3c,8531bc3c,8534bc3c,8534bc3c,8534bc3c,8534bc3c,0,0,1,0,1,0,1,f,f,f,f,f,f,f,0,0,f,f,f
321,321,0,8532bc3c,0083ffc03fffffffa08535bc3c8535bc3c8535bc3c8535bc3c8532bc3c8532bc3c0181b2608532bc3c,0181b260,8532bc3c,8532bc3c,8535bc3c,8535bc3c,8535bc3c,8535bc3c,0,0,1,0,1,1,1,f,f,f,f,f,f,f,0,0,f,f,f
322,322,0,8533bc3c,0083ffc03fffffffb08536bc3c8536bc3c8536bc3c8536bc3c8533bc3c8533bc3c4181b2698533bc3c,4181b269,8533bc3c,8533bc3c,8536bc3c,8536bc3c,8536bc3c,8536bc3c,0,1,1,0,1,1,1,f,f,f,f,f,f,f,0,0,f,f,f
323,323,0,8534bc3c,0083ffc03fffffffb08537bc3c8537bc3c8537bc3c8537bc3c8534bc3c8534bc3c0181926f8534bc3c,0181926f,8534bc3c,8534bc3c,8537bc3c,8537bc3c,8537bc3c,8537bc3c,0,1,1,0,1,1,1,f,f,f,f,f,f,f,0,0,f,f,f
324,324,0,8535bc3c,0083ffc03ffffffeb08538bc3c8538bc3c8538bc3c8538bc3c8535bc3c8535bc3c4181926a8535bc3c,4181926a,8535bc3c,8535bc3c,8538bc3c,8538bc3c,8538bc3c,8538bc3c,0,1,1,0,1,0,1,f,f,f,f,f,f,f,0,0,f,f,f
325,325,0,8536bc3c,0083ffc03ffffffea08539bc3c8539bc3c8539bc3c8539bc3c8536bc3c8536bc3c018192648536bc3c,01819264,8536bc3c,8536bc3c,8539bc3c,8539bc3c,8539bc3c,8539bc3c,0,0,1,0,1,0,1,f,f,f,f,f,f,f,0,0,f,f,f
326,326,0,8537bc3c,0083ffc03fffffffa0853abc3c853abc3c853abc3c853abc3c8537bc3c8537bc3c0181b2748537bc3c,0181b274,8537bc3c,8537bc3c,853abc3c,853abc3c,853abc3c,853abc3c,0,0,1,0,1,1,1,f,f,f,f,f,f,f,0,0,f,f,f
327,327,0,8538bc3c,0083ffc03fffffffb0853bbc3c853bbc3c853bbc3c853bbc3c8538bc3c8538bc3c0181b2668538bc3c,0181b266,8538bc3c,8538bc3c,853bbc3c,853bbc3c,853bbc3c,853bbc3c,0,1,1,0,1,1,1,f,f,f,f,f,f,f,0,0,f,f,f
328,328,0,8539bc3c,0083ffc03fffffffb0853cbc3c853cbc3c853cbc3c853cbc3c8539bc3c8539bc3c4181926c8539bc3c,4181926c,8539bc3c,8539bc3c,853cbc3c,853cbc3c,853cbc3c,853cbc3c,0,1,1,0,1,1,1,f,f,f,f,f,f,f,0,0,f,f,f
329,329,0,853abc3c,0083ffc03ffffffeb0853dbc3c853dbc3c853dbc3c853dbc3c853abc3c853abc3c01819262853abc3c,01819262,853abc3c,853abc3c,853dbc3c,853dbc3c,853dbc3c,853dbc3c,0,1,1,0,1,0,1,f,f,f,f,f,f,f,0,0,f,f,f
330,330,0,853bbc3c,0083ffc03ffffffea0853ebc3c853ebc3c853ebc3c853ebc3c853bbc3c853bbc3c0181b272853bbc3c,0181b272,853bbc3c,853bbc3c,853ebc3c,853ebc3c,853ebc3c,853ebc3c,0,0,1,0,1,0,1,f,f,f,f,f,f,f,0,0,f,f,f
331,331,0,853cbc3c,0083ffc03fffffffa0853fbc3c853fbc3c853fbc3c853fbc3c853cbc3c853cbc3c01819261853cbc3c,01819261,853cbc3c,853cbc3c,853fbc3c,853fbc3c,853fbc3c,853fbc3c,0,0,1,0,1,1,1,f,f,f,f,f,f,f,0,0,f,f,f
332,332,0,853dbc3c,0083ffc03fffffffb08540bc3c8540bc3c8540bc3c8540bc3c853dbc3c853dbc3c41819261853dbc3c,41819261,853dbc3c,853dbc3c,8540bc3c,8540bc3c,8540bc3c,8540bc3c,0,1,1,0,1,1,1,f,f,f,f,f,f,f,0,0,f,f,f
333,333,0,853ebc3c,0083ffc03fffffffb08541bc3c8541bc3c8541bc3c8541bc3c853ebc3c853ebc3c0181922f853ebc3c,0181922f,853ebc3c,853ebc3c,8541bc3c,8541bc3c,8541bc3c,8541bc3c,0,1,1,0,1,1,1,f,f,f,f,f,f,f,0,0,f,f,f
334,334,0,853fbc3c,0083ffc03ffffffeb08542bc3c8542bc3c8542bc3c8542bc3c853fbc3c853fbc3c4181926f853fbc3c,4181926f,853fbc3c,853fbc3c,8542bc3c,8542bc3c,8542bc3c,8542bc3c,0,1,1,0,1,0,1,f,f,f,f,f,f,f,0,0,f,f,f
335,335,0,8540bc3c,0083ffc03ffffffea08543bc3c8543bc3c8543bc3c8543bc3c8540bc3c8540bc3c4181921c8540bc3c,4181921c,8540bc3c,8540bc3c,8543bc3c,8543bc3c,8543bc3c,8543bc3c,0,0,1,0,1,0,1,f,f,f,f,f,f,f,0,0,f,f,f
336,336,0,8541bc3c,0083ffc03fffffffa08544bc3c8544bc3c8544bc3c8544bc3c8541bc3c8541bc3c018192578541bc3c,01819257,8541bc3c,8541bc3c,8544bc3c,8544bc3c,8544bc3c,8544bc3c,0,0,1,0,1,1,1,f,f,f,f,f,f,f,0,0,f,f,f
337,337,0,8542bc3c,0083ffc03fffffffb08545bc3c8545bc3c8545bc3c8545bc3c8542bc3c8542bc3c418192168542bc3c,41819216,8542bc3c,8542bc3c,8545bc3c,8545bc3c,8545bc3c,8545bc3c,0,1,1,0,1,1,1,f,f,f,f,f,f,f,0,0,f,f,f
338,338,0,8543bc3c,0083ffc03fffffffb08546bc3c8546bc3c8546bc3c8546bc3c8543bc3c8543bc3c4181b2018543bc3c,4181b201,8543bc3c,8543bc3c,8546bc3c,8546bc3c,8546bc3c,8546bc3c,0,1,1,0,1,1,1,f,f,f,f,f,f,f,0,0,f,f,f
339,339,0,8544bc3c,0083ffc03ffffffeb08547bc3c8547bc3c8547bc3c8547bc3c8544bc3c8544bc3c418192158544bc3c,41819215,8544bc3c,8544bc3c,8547bc3c,8547bc3c,8547bc3c,8547bc3c,0,1,1,0,1,0,1,f,f,f,f,f,f,f,0,0,f,f,f
340,340,0,8545bc3c,0083ffc03ffffffea08548bc3c8548bc3c8548bc3c8548bc3c8545bc3c8545bc3c4181b2028545bc3c,4181b202,8545bc3c,8545bc3c,8548bc3c,8548bc3c,8548bc3c,8548bc3c,0,0,1,0,1,0,1,f,f,f,f,f,f,f,0,0,f,f,f
341,341,0,8546bc3c,0083ffc03fffffffa08549bc3c8549bc3c8549bc3c8549bc3c8546bc3c8546bc3c0181b2138546bc3c,0181b213,8546bc3c,8546bc3c,8549bc3c,8549bc3c,8549bc3c,8549bc3c,0,0,1,0,1,1,1,f,f,f,f,f,f,f,0,0,f,f,f
342,342,0,8547bc3c,0083ffc03fffffffb0854abc3c854abc3c854abc3c854abc3c8547bc3c8547bc3c0181b21c8547bc3c,0181b21c,8547bc3c,8547bc3c,854abc3c,854abc3c,854abc3c,854abc3c,0,1,1,0,1,1,1,f,f,f,f,f,f,f,0,0,f,f,f
343,343,0,8548bc3c,0083ffc03fffffffb0854bbc3c854bbc3c854bbc3c854bbc3c8548bc3c8548bc3c0181b2188548bc3c,0181b218,8548bc3c,8548bc3c,854bbc3c,854bbc3c,854bbc3c,854bbc3c,0,1,1,0,1,1,1,f,f,f,f,f,f,f,0,0,f,f,f
344,344,0,8549bc3c,0083ffc03ffffffeb0854cbc3c854cbc3c854cbc3c854cbc3c8549bc3c8549bc3c418192048549bc3c,41819204,8549bc3c,8549bc3c,854cbc3c,854cbc3c,854cbc3c,854cbc3c,0,1,1,0,1,0,1,f,f,f,f,f,f,f,0,0,f,f,f
345,345,0,854abc3c,0083ffc03ffffffea0854dbc3c854dbc3c854dbc3c854dbc3c854abc3c854abc3c01819215854abc3c,01819215,854abc3c,854abc3c,854dbc3c,854dbc3c,854dbc3c,854dbc3c,0,0,1,0,1,0,1,f,f,f,f,f,f,f,0,0,f,f,f
346,346,0,854bbc3c,0083ffc03fffffffa0854ebc3c854ebc3c854ebc3c854ebc3c854bbc3c854bbc3c4181920f854bbc3c,4181920f,854bbc3c,854bbc3c,854ebc3c,854ebc3c,854ebc3c,854ebc3c,0,0,1,0,1,1,1,f,f,f,f,f,f,f,0,0,f,f,f
347,347,0,854cbc3c,0083ffc03fffffffb0854fbc3c854fbc3c854fbc3c854fbc3c854cbc3c854cbc3c01819216854cbc3c,01819216,854cbc3c,854cbc3c,854fbc3c,854fbc3c,854fbc3c,854fbc3c,0,1,1,0,1,1,1,f,f,f,f,f,f,f,0,0,f,f,f
348,348,0,854dbc3c,0083ffc03fffffffb08550bc3c8550bc3c8550bc3c8550bc3c854dbc3c854dbc3c4181b200854dbc3c,4181b200,854dbc3c,854dbc3c,8550bc3c,8550bc3c,8550bc3c,8550bc3c,0,1,1,0,1,1,1,f,f,f,f,f,f,f,0,0,f,f,f
349,349,0,854ebc3c,0083ffc03ffffffeb08551bc3c8551bc3c8551bc3c8551bc3c854ebc3c854ebc3c0181b207854ebc3c,0181b207,854ebc3c,854ebc3c,8551bc3c,8551bc3c,8551bc3c,8551bc3c,0,1,1,0,1,0,1,f,f,f,f,f,f,f,0,0,f,f,f
350,350,0,854fbc3c,0083ffc03ffffffea08552bc3c8552bc3c8552bc3c8552bc3c854fbc3c854fbc3c0181925d854fbc3c,0181925d,854fbc3c,854fbc3c,8552bc3c,8552bc3c,8552bc3c,8552bc3c,0,0,1,0,1,0,1,f,f,f,f,f,f,f,0,0,f,f,f
351,351,0,8550bc3c,0083ffc03fffffffa08553bc3c8553bc3c8553bc3c8553bc3c8550bc3c8550bc3c0181925b8550bc3c,0181925b,8550bc3c,8550bc3c,8553bc3c,8553bc3c,8553bc3c,8553bc3c,0,0,1,0,1,1,1,f,f,f,f,f,f,f,0,0,f,f,f
352,352,0,8551bc3c,0083ffc03fffffffb08554bc3c8554bc3c8554bc3c8554bc3c8551bc3c8551bc3c418192088551bc3c,41819208,8551bc3c,8551bc3c,8554bc3c,8554bc3c,8554bc3c,8554bc3c,0,1,1,0,1,1,1,f,f,f,f,f,f,f,0,0,f,f,f
353,353,0,8552bc3c,0083ffc03fffffffb08555bc3c8555bc3c8555bc3c8555bc3c8552bc3c8552bc3c0181b2198552bc3c,0181b219,8552bc3c,8552bc3c,8555bc3c,8555bc3c,8555bc3c,8555bc3c,0,1,1,0,1,1,1,f,f,f,f,f,f,f,0,0,f,f,f
354,354,0,8553bc3c,0083ffc03ffffffeb08556bc3c8556bc3c8556bc3c8556bc3c8553bc3c8553bc3c4181b2108553bc3c,4181b210,8553bc3c,8553bc3c,8556bc3c,8556bc3c,8556bc3c,8556bc3c,0,1,1,0,1,0,1,f,f,f,f,f,f,f,0,0,f,f,f
355,355,0,8554bc3c,0083ffc03ffffffea08557bc3c8557bc3c8557bc3c8557bc3c8554bc3c8554bc3c0181b21a8554bc3c,0181b21a,8554bc3c,8554bc3c,8557bc3c,8557bc3c,8557bc3c,8557bc3c,0,0,1,0,1,0,1,f,f,f,f,f,f,f,0,0,f,f,f
356,356,0,8555bc3c,0083ffc03fffffffa08558bc3c8558bc3c8558bc3c8558bc3c8555bc3c8555bc3c4181b21f8555bc3c,4181b21f,8555bc3c,8555bc3c,8558bc3c,8558bc3c,8558bc3c,8558bc3c,0,0,1,0,1,1,1,f,f,f,f,f,f,f,0,0,f,f,f
357,357,0,8556bc3c,0083ffc03fffffffb08559bc3c8559bc3c8559bc3c8559bc3c8556bc3c8556bc3c0181b20b8556bc3c,0181b20b,8556bc3c,8556bc3c,8559bc3c,8559bc3c,8559bc3c,8559bc3c,0,1,1,0,1,1,1,f,f,f,f,f,f,f,0,0,f,f,f
358,358,0,8557bc3c,0083ffc03fffffffb0855abc3c855abc3c855abc3c855abc3c8557bc3c8557bc3c0181b2048557bc3c,0181b204,8557bc3c,8557bc3c,855abc3c,855abc3c,855abc3c,855abc3c,0,1,1,0,1,1,1,f,f,f,f,f,f,f,0,0,f,f,f
359,359,0,8558bc3c,0083ffc03ffffffeb0855bbc3c855bbc3c855bbc3c855bbc3c8558bc3c8558bc3c0181b2008558bc3c,0181b200,8558bc3c,8558bc3c,855bbc3c,855bbc3c,855bbc3c,855bbc3c,0,1,1,0,1,0,1,f,f,f,f,f,f,f,0,0,f,f,f
360,360,0,8559bc3c,0083ffc03ffffffea0855cbc3c855cbc3c855cbc3c855cbc3c8559bc3c8559bc3c418192188559bc3c,41819218,8559bc3c,8559bc3c,855cbc3c,855cbc3c,855cbc3c,855cbc3c,0,0,1,0,1,0,1,f,f,f,f,f,f,f,0,0,f,f,f
361,361,0,855abc3c,0083ffc03fffffffa0855dbc3c855dbc3c855dbc3c855dbc3c855abc3c855abc3c0181920d855abc3c,0181920d,855abc3c,855abc3c,855dbc3c,855dbc3c,855dbc3c,855dbc3c,0,0,1,0,1,1,1,f,f,f,f,f,f,f,0,0,f,f,f
362,362,0,855bbc3c,0083ffc03fffffffb0855ebc3c855ebc3c855ebc3c855ebc3c855bbc3c855bbc3c4181920d855bbc3c,4181920d,855bbc3c,855bbc3c,855ebc3c,855ebc3c,855ebc3c,855ebc3c,0,1,1,0,1,1,1,f,f,f,f,f,f,f,0,0,f,f,f
363,363,0,855cbc3c,0083ffc03fffffffb0855fbc3c855fbc3c855fbc3c855fbc3c855cbc3c855cbc3c0181b20e855cbc3c,0181b20e,855cbc3c,855cbc3c,855fbc3c,855fbc3c,855fbc3c,855fbc3c,0,1,1,0,1,1,1,f,f,f,f,f,f,f,0,0,f,f,f
364,364,0,855dbc3c,0083ffc03ffffffeb08560bc3c8560bc3c8560bc3c8560bc3c855dbc3c855dbc3c4181920e855dbc3c,4181920e,855dbc3c,855dbc3c,8560bc3c,8560bc3c,8560bc3c,8560bc3c,0,1,1,0,1,0,1,f,f,f,f,f,f,f,0,0,f,f,f
365,365,0,855ebc3c,0083ffc03ffffffea08561bc3c8561bc3c8561bc3c8561bc3c855ebc3c855ebc3c0181924f855ebc3c,0181924f,855ebc3c,855ebc3c,8561bc3c,8561bc3c,8561bc3c,8561bc3c,0,0,1,0,1,0,1,f,f,f,f,f,f,f,0,0,f,f,f
366,366,0,855fbc3c,0083ffc03fffffffa08562bc3c8562bc3c8562bc3c8562bc3c855fbc3c855fbc3c4181921a855fbc3c,4181921a,855fbc3c,855fbc3c,8562bc3c,8562bc3c,8562bc3c,8562bc3c,0,0,1,0,1,1,1,f,f,f,f,f,f,f,0,0,f,f,f
367,367,0,8560bc3c,0083ffc03fffffffb08563bc3c8563bc3c8563bc3c8563bc3c8560bc3c8560bc3c4181929c8560bc3c,4181929c,8560bc3c,8560bc3c,8563bc3c,8563bc3c,8563bc3c,8563bc3c,0,1,1,0,1,1,1,f,f,f,f,f,f,f,0,0,f,f,f
368,368,0,8561bc3c,0083ffc03fffffffb08564bc3c8564bc3c8564bc3c8564bc3c8561bc3c8561bc3c018192978561bc3c,01819297,8561bc3c,8561bc3c,8564bc3c,8564bc3c,8564bc3c,8564bc3c,0,1,1,0,1,1,1,f,f,f,f,f,f,f,0,0,f,f,f
369,369,0,8562bc3c,0083ffc03ffffffeb08565bc3c8565bc3c8565bc3c8565bc3c8562bc3c8562bc3c418192968562bc3c,41819296,8562bc3c,8562bc3c,8565bc3c,8565bc3c,8565bc3c,8565bc3c,0,1,1,0,1,0,1,f,f,f,f,f,f,f,0,0,f,f,f
370,370,0,8563bc3c,0083ffc03ffffffea08566bc3c8566bc3c8566bc3c8566bc3c8563bc3c8563bc3c4181b2318563bc3c,4181b231,8563bc3c,8563bc3c,8566bc3c,8566bc3c,8566bc3c,8566bc3c,0,0,1,0,1,0,1,f,f,f,f,f,f,f,0,0,f,f,f
371,371,0,8564bc3c,0083ffc03fffffffa08567bc3c8567bc3c8567bc3c8567bc3c8564bc3c8564bc3c418192958564bc3c,41819295,8564bc3c,8564bc3c,8567bc3c,8567bc3c,8567bc3c,8567bc3c,0,0,1,0,1,1,1,f,f,f,f,f,f,f,0,0,f,f,f
372,372,0,8565bc3c,0083ffc03fffffffb08568bc3c8568bc3c8568bc3c8568bc3c8565bc3c8565bc3c418192928565bc3c,41819292,8565bc3c,8565bc3c,8568bc3c,8568bc3c,8568bc3c,8568bc3c,0,1,1,0,1,1,1,f,f,f,f,f,f,f,0,0,f,f,f
373,373,0,8566bc3c,0083ffc03fffffffb08569bc3c8569bc3c8569bc3c8569bc3c8566bc3c8566bc3c0181b2388566bc3c,0181b238,8566bc3c,8566bc3c,8569bc3c,8569bc3c,8569bc3c,8569bc3c,0,1,1,0,1,1,1,f,f,f,f,f,f,f,0,0,f,f,f
374,374,0,8567bc3c,0083ffc03ffffffeb0856abc3c856abc3c856abc3c856abc3c8567bc3c8567bc3c0181b2238567bc3c,0181b223,8567bc3c,8567bc3c,856abc3c,856abc3c,856abc3c,856abc3c,0,1,1,0,1,0,1,f,f,f,f,f,f,f,0,0,f,f,f
375,375,0,8568bc3c,0083ffc03ffffffea0856bbc3c856bbc3c856bbc3c856bbc3c8568bc3c8568bc3c418192938568bc3c,41819293,8568bc3c,8568bc3c,856bbc3c,856bbc3c,856bbc3c,856bbc3c,0,0,1,0,1,0,1,f,f,f,f,f,f,f,0,0,f,f,f
376,376,0,8569bc3c,0083ffc03fffffffa0856cbc3c856cbc3c856cbc3c856cbc3c8569bc3c8569bc3c4181b2348569bc3c,4181b234,8569bc3c,8569bc3c,856cbc3c,856cbc3c,856cbc3c,856cbc3c,0,0,1,0,1,1,1,f,f,f,f,f,f,f,0,0,f,f,f
377,377,0,856abc3c,0083ffc03fffffffb0856dbc3c856dbc3c856dbc3c856dbc3c856abc3c856abc3c0181b23f856abc3c,0181b23f,856abc3c,856abc3c,856dbc3c,856dbc3c,856dbc3c,856dbc3c,0,1,1,0,1,1,1,f,f,f,f,f,f,f,0,0,f,f,f
378,378,0,856bbc3c,0083ffc03fffffffb0856ebc3c856ebc3c856ebc3c856ebc3c856bbc3c856bbc3c41819285856bbc3c,41819285,856bbc3c,856bbc3c,856ebc3c,856ebc3c,856ebc3c,856ebc3c,0,1,1,0,1,1,1,f,f,f,f,f,f,f,0,0,f,f,f
379,379,0,856cbc3c,0083ffc03ffffffeb0856fbc3c856fbc3c856fbc3c856fbc3c856cbc3c856cbc3c01819296856cbc3c,01819296,856cbc3c,856cbc3c,856fbc3c,856fbc3c,856fbc3c,856fbc3c,0,1,1,0,1,0,1,f,f,f,f,f,f,f,0,0,f,f,f
380,380,0,856dbc3c,0083ffc03ffffffea08570bc3c8570bc3c8570bc3c8570bc3c856dbc3c856dbc3c41819286856dbc3c,41819286,856dbc3c,856dbc3c,8570bc3c,8570bc3c,8570bc3c,8570bc3c,0,0,1,0,1,0,1,f,f,f,f,f,f,f,0,0,f,f,f
381,381,0,856ebc3c,0083ffc03fffffffa08571bc3c8571bc3c8571bc3c8571bc3c856ebc3c856ebc3c01819287856ebc3c,01819287,856ebc3c,856ebc3c,8571bc3c,8571bc3c,8571bc3c,8571bc3c,0,0,1,0,1,1,1,f,f,f,f,f,f,f,0,0,f,f,f
382,382,0,856fbc3c,0083ffc03fffffffb08572bc3c8572bc3c8572bc3c8572bc3c856fbc3c856fbc3c0181929d856fbc3c,0181929d,856fbc3c,856fbc3c,8572bc3c,8572bc3c,8572bc3c,8572bc3c,0,1,1,0,1,1,1,f,f,f,f,f,f,f,0,0,f,f,f
383,383,0,8570bc3c,0083ffc03fffffffb08573bc3c8573bc3c8573bc3c8573bc3c8570bc3c8570bc3c0181929b8570bc3c,0181929b,8570bc3c,8570bc3c,8573bc3c,8573bc3c,8573bc3c,8573bc3c,0,1,1,0,1,1,1,f,f,f,f,f,f,f,0,0,f,f,f
384,384,0,8571bc3c,0083ffc03ffffffeb08574bc3c8574bc3c8574bc3c8574bc3c8571bc3c8571bc3c4181b2278571bc3c,4181b227,8571bc3c,8571bc3c,8574bc3c,8574bc3c,8574bc3c,8574bc3c,0,1,1,0,1,0,1,f,f,f,f,f,f,f,0,0,f,f,f
385,385,0,8572bc3c,0083ffc03ffffffea08575bc3c8575bc3c8575bc3c8575bc3c8572bc3c8572bc3c0181b2208572bc3c,0181b220,8572bc3c,8572bc3c,8575bc3c,8575bc3c,8575bc3c,8575bc3c,0,0,1,0,1,0,1,f,f,f,f,f,f,f,0,0,f,f,f
386,386,0,8573bc3c,0083ffc03fffffffa08576bc3c8576bc3c8576bc3c8576bc3c8573bc3c8573bc3c4181b2298573bc3c,4181b229,8573bc3c,8573bc3c,8576bc3c,8576bc3c,8576bc3c,8576bc3c,0,0,1,0,1,1,1,f,f,f,f,f,f,f,0,0,f,f,f
387,387,0,8574bc3c,0083ffc03fffffffb08577bc3c8577bc3c8577bc3c8577bc3c8574bc3c8574bc3c0181b22f8574bc3c,0181b22f,8574bc3c,8574bc3c,8577bc3c,8577bc3c,8577bc3c,8577bc3c,0,1,1,0,1,1,1,f,f,f,f,f,f,f,0,0,f,f,f
388,388,0,8575bc3c,0083ffc03fffffffb08578bc3c8578bc3c8578bc3c8578bc3c8575bc3c8575bc3c4181928a8575bc3c,4181928a,8575bc3c,8575bc3c,8578bc3c,8578bc3c,8578bc3c,8578bc3c,0,1,1,0,1,1,1,f,f,f,f,f,f,f,0,0,f,f,f
389,389,0,8576bc3c,0083ffc03ffffffeb08579bc3c8579bc3c8579bc3c8579bc3c8576bc3c8576bc3c0181928b8576bc3c,0181928b,8576bc3c,8576bc3c,8579bc3c,8579bc3c,8579bc3c,8579bc3c,0,1,1,0,1,0,1,f,f,f,f,f,f,f,0,0,f,f,f
390,390,0,8577bc3c,0083ffc03ffffffea0857abc3c857abc3c857abc3c857abc3c8577bc3c8577bc3c0181b2348577bc3c,0181b234,8577bc3c,8577bc3c,857abc3c,857abc3c,857abc3c,857abc3c,0,0,1,0,1,0,1,f,f,f,f,f,f,f,0,0,f,f,f
391,391,0,8578bc3c,0083ffc03fffffffa0857bbc3c857bbc3c857bbc3c857bbc3c8578bc3c8578bc3c0181b2268578bc3c,0181b226,8578bc3c,8578bc3c,857bbc3c,857bbc3c,857bbc3c,857bbc3c,0,0,1,0,1,1,1,f,f,f,f,f,f,f,0,0,f,f,f
392,392,0,8579bc3c,0083ffc03fffffffb0857cbc3c857cbc3c857cbc3c857cbc3c8579bc3c8579bc3c4181b22c8579bc3c,4181b22c,8579bc3c,8579bc3c,857cbc3c,857cbc3c,857cbc3c,857cbc3c,0,1,1,0,1,1,1,f,f,f,f,f,f,f,0,0,f,f,f
393,393,0,857abc3c,0083ffc03fffffffb0857dbc3c857dbc3c857dbc3c857dbc3c857abc3c857abc3c0181928d857abc3c,0181928d,857abc3c,857abc3c,857dbc3c,857dbc3c,857dbc3c,857dbc3c,0,1,1,0,1,1,1,f,f,f,f,f,f,f,0,0,f,f,f
394,394,0,857bbc3c,0083ffc03ffffffeb0857ebc3c857ebc3c857ebc3c857ebc3c857bbc3c857bbc3c0181b232857bbc3c,0181b232,857bbc3c,857bbc3c,857ebc3c,857ebc3c,857ebc3c,857ebc3c,0,1,1,0,1,0,1,f,f,f,f,f,f,f,0,0,f,f,f
395,395,0,857cbc3c,0083ffc03ffffffea0857fbc3c857fbc3c857fbc3c857fbc3c857cbc3c857cbc3c0181928e857cbc3c,0181928e,857cbc3c,857cbc3c,857fbc3c,857fbc3c,857fbc3c,857fbc3c,0,0,1,0,1,0,1,f,f,f,f,f,f,f,0,0,f,f,f
396,396,0,857dbc3c,0083ffc03fffffffa08580bc3c8580bc3c8580bc3c8580bc3c857dbc3c857dbc3c0181b231857dbc3c,0181b231,857dbc3c,857dbc3c,8580bc3c,8580bc3c,8580bc3c,8580bc3c,0,0,1,0,1,1,1,f,f,f,f,f,f,f,0,0,f,f,f
397,397,0,857ebc3c,0083ffc03fffffffb08581bc3c8581bc3c8581bc3c8581bc3c857ebc3c857ebc3c4181b270857ebc3c,4181b270,857ebc3c,857ebc3c,8581bc3c,8581bc3c,8581bc3c,8581bc3c,0,1,1,0,1,1,1,f,f,f,f,f,f,f,0,0,f,f,f
