Sample in Buffer,Sample in Window,TRIGGER,ila_data[513:0],userdata_rx_0[31:0],receiver_0[31:0],userdata_rx_1[31:0],receiver_1[31:0],userdata_rx_2[31:0],receiver_2[31:0],userdata_rx_3[31:0],receiver_3[31:0],userdata_tx_0[31:0],transmitter_0[31:0],userdata_tx_1[31:0],transmitter_1[31:0],userdata_tx_2[31:0],transmitter_2[31:0],userdata_tx_3[31:0],transmitter_3[31:0],prbs_match_int[3:0],hb0_gtwiz_userclk_rx_usrclk2_int,ch0_rxctrl0_int[15:0],hb0_gtwiz_userclk_rx_active_int,hb_gtwiz_reset_all_int,hb0_gtwiz_reset_rx_done_int,hb0_gtwiz_userclk_tx_usrclk2_int,hb0_gtwiz_userclk_tx_active_int,gtwiz_userclk_tx_reset_int,gtwiz_userclk_tx_usrclk_int,gtwiz_userclk_tx_usrclk2_int,gtwiz_userclk_tx_active_int,gtwiz_userclk_rx_reset_int,gtwiz_userclk_rx_usrclk_int,gtwiz_userclk_rx_usrclk2_int,gtwiz_userclk_rx_active_int,drpaddr_int[35:0],ch1_rxctrl0_int[15:0],ch2_rxctrl0_int[15:0],ch3_rxctrl0_int[15:0],drpclk_int[3:0],drpdi_int[3:0],drpen_int[3:0],drpwe_int[3:0],ch0_rxctrl1_int[15:0],eyescanreset_int[3:0],rx8b10ben_int[3:0],rxcommadeten_int[3:0],rxlpmen_int[3:0],ch1_rxctrl1_int[15:0],rxmcommaalignen_int[3:0],rxpcommaalignen_int[3:0],rxrate_int[11:0],ch2_rxctrl1_int[15:0],tx8b10ben_int[3:0],txdiffctrl_int[15:0],ch3_rxctrl1_int[15:0],txpostcursor_int[19:0],ch0_rxctrl2_int[7:0],ch1_rxctrl2_int[7:0],txprecursor_int[19:0],ch2_rxctrl2_int[7:0],ch3_rxctrl2_int[7:0],ch0_rxctrl3_int[7:0],drpdo_int[63:0],ch1_rxctrl3_int[7:0],ch2_rxctrl3_int[7:0],ch3_rxctrl3_int[7:0],ch0_txctrl0_int[15:0],ch1_txctrl0_int[15:0],ch2_txctrl0_int[15:0],drprdy_int[3:0],gtpowergood_int[3:0],rxbyteisaligned_int[3:0],rxbyterealign_int[3:0],rxcommadet_int[3:0],rxpmaresetdone_int[3:0],txpmaresetdone_int[3:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX
544,544,0,3fc03fc0000000000000000000000000033333c003ffffc00030160b0002fbbb0afdd503c5022503cd7ee503c2811503c07bdb0c39c51b0c3f842b0c363aeb0c3,63aeb0c3,63aeb0c3,f842b0c3,f842b0c3,9c51b0c3,9c51b0c3,07bdb0c3,07bdb0c3,2811503c,2811503c,d7ee503c,d7ee503c,5022503c,5022503c,afdd503c,afdd503c,0,1,fbbb,1,0,1,1,1,0,1,1,1,0,1,1,1,0582c000b,0002,160b,0030,c,0,0,0,ffc0,0,f,f,f,03ff,f,f,000,33c0,f,cccc,0333,00000,00,00,00000,00,00,00,0000000000000000,00,00,00,0000,0000,3fc0,0,f,f,0,0,f,f
545,545,0,3fc03fc0000000000000000000000000033333c003ffffc00030160b0002fbbb0afdb503c5024503cd7ed503c2812503c07bbb0c39c52b0c3f844b0c363adb0c3,63adb0c3,63adb0c3,f844b0c3,f844b0c3,9c52b0c3,9c52b0c3,07bbb0c3,07bbb0c3,2812503c,2812503c,d7ed503c,d7ed503c,5024503c,5024503c,afdb503c,afdb503c,0,1,fbbb,1,0,1,1,1,0,1,1,1,0,1,1,1,0582c000b,0002,160b,0030,c,0,0,0,ffc0,0,f,f,f,03ff,f,f,000,33c0,f,cccc,0333,00000,00,00,00000,00,00,00,0000000000000000,00,00,00,0000,0000,3fc0,0,f,f,0,0,f,f
546,546,0,3fc03fc0000000000000000000000000033333c003ffffc00030160b0002ea2b0afd9503c5026503cd7ec503c2813503c07a6b0c39c53b0c3f859b0c363acb0c3,63acb0c3,63acb0c3,f859b0c3,f859b0c3,9c53b0c3,9c53b0c3,07a6b0c3,07a6b0c3,2813503c,2813503c,d7ec503c,d7ec503c,5026503c,5026503c,afd9503c,afd9503c,0,1,ea2b,1,0,1,0,1,0,0,0,1,0,1,0,1,0582c000b,0002,160b,0030,c,0,0,0,ffc0,0,f,f,f,03ff,f,f,000,33c0,f,cccc,0333,00000,00,00,00000,00,00,00,0000000000000000,00,00,00,0000,0000,3fc0,0,f,f,0,0,f,f
547,547,0,3fc03fc0000000000000000000000000033333c003ffffc00030160b0002e22a0afd7503c5028503cd7eb503c2814503c07b7b0c39c54b0c3f848b0c363abb0c3,63abb0c3,63abb0c3,f848b0c3,f848b0c3,9c54b0c3,9c54b0c3,07b7b0c3,07b7b0c3,2814503c,2814503c,d7eb503c,d7eb503c,5028503c,5028503c,afd7503c,afd7503c,0,0,e22a,1,0,1,0,1,0,0,0,1,0,0,0,1,0582c000b,0002,160b,0030,c,0,0,0,ffc0,0,f,f,f,03ff,f,f,000,33c0,f,cccc,0333,00000,00,00,00000,00,00,00,0000000000000000,00,00,00,0000,0000,3fc0,0,f,f,0,0,f,f
548,548,0,3fc03fc0000000000000000000000000033333c003ffffc00030160b0002e3aa0afd5503c502a503cd7ea503c2815503c07aab0c39c55b0c3f855b0c363aab0c3,63aab0c3,63aab0c3,f855b0c3,f855b0c3,9c55b0c3,9c55b0c3,07aab0c3,07aab0c3,2815503c,2815503c,d7ea503c,d7ea503c,502a503c,502a503c,afd5503c,afd5503c,0,0,e3aa,1,0,1,0,1,0,1,1,1,0,0,0,1,0582c000b,0002,160b,0030,c,0,0,0,ffc0,0,f,f,f,03ff,f,f,000,33c0,f,cccc,0333,00000,00,00,00000,00,00,00,0000000000000000,00,00,00,0000,0000,3fc0,0,f,f,0,0,f,f
549,549,0,3fc03fc0000000000000000000000000033333c003ffffc00030160b0002fbbb0afd3503c502c503cd7e9503c2816503c07acb0c39c56b0c3f853b0c363a9b0c3,63a9b0c3,63a9b0c3,f853b0c3,f853b0c3,9c56b0c3,9c56b0c3,07acb0c3,07acb0c3,2816503c,2816503c,d7e9503c,d7e9503c,502c503c,502c503c,afd3503c,afd3503c,0,1,fbbb,1,0,1,1,1,0,1,1,1,0,1,1,1,0582c000b,0002,160b,0030,c,0,0,0,ffc0,0,f,f,f,03ff,f,f,000,33c0,f,cccc,0333,00000,00,00,00000,00,00,00,0000000000000000,00,00,00,0000,0000,3fc0,0,f,f,0,0,f,f
550,550,0,3fc03fc0000000000000000000000000033333c003ffffc00030160b0002fbbb0afd1503c502e503cd7e8503c2817503c07aeb0c39c48b0c3f851b0c363b7b0c3,63b7b0c3,63b7b0c3,f851b0c3,f851b0c3,9c48b0c3,9c48b0c3,07aeb0c3,07aeb0c3,2817503c,2817503c,d7e8503c,d7e8503c,502e503c,502e503c,afd1503c,afd1503c,0,1,fbbb,1,0,1,1,1,0,1,1,1,0,1,1,1,0582c000b,0002,160b,0030,c,0,0,0,ffc0,0,f,f,f,03ff,f,f,000,33c0,f,cccc,0333,00000,00,00,00000,00,00,00,0000000000000000,00,00,00,0000,0000,3fc0,0,f,f,0,0,f,f
551,551,0,3fc03fc0000000000000000000000000033333c003ffffc00030160b0002e22b0afcf503c5030503cd7e7503c2818503c07afb0c39c47b0c3f850b0c363b8b0c3,63b8b0c3,63b8b0c3,f850b0c3,f850b0c3,9c47b0c3,9c47b0c3,07afb0c3,07afb0c3,2818503c,2818503c,d7e7503c,d7e7503c,5030503c,5030503c,afcf503c,afcf503c,0,1,e22b,1,0,1,0,1,0,0,0,1,0,0,0,1,0582c000b,0002,160b,0030,c,0,0,0,ffc0,0,f,f,f,03ff,f,f,000,33c0,f,cccc,0333,00000,00,00,00000,00,00,00,0000000000000000,00,00,00,0000,0000,3fc0,0,f,f,0,0,f,f
552,552,0,3fc03fc0000000000000000000000000033333c003ffffc00030160b0002e22a0afcd503c5032503cd7e6503c2819503c07b2b0c39c59b0c3f84db0c363a6b0c3,63a6b0c3,63a6b0c3,f84db0c3,f84db0c3,9c59b0c3,9c59b0c3,07b2b0c3,07b2b0c3,2819503c,2819503c,d7e6503c,d7e6503c,5032503c,5032503c,afcd503c,afcd503c,0,0,e22a,1,0,1,0,1,0,0,0,1,0,0,0,1,0582c000b,0002,160b,0030,c,0,0,0,ffc0,0,f,f,f,03ff,f,f,000,33c0,f,cccc,0333,00000,00,00,00000,00,00,00,0000000000000000,00,00,00,0000,0000,3fc0,0,f,f,0,0,f,f
553,553,0,3fc03fc0000000000000000000000000033333c003ffffc00030160b0002e3aa0afcb503c5034503cd7e5503c281a503c07b4b0c39c5ab0c3f84bb0c363a5b0c3,63a5b0c3,63a5b0c3,f84bb0c3,f84bb0c3,9c5ab0c3,9c5ab0c3,07b4b0c3,07b4b0c3,281a503c,281a503c,d7e5503c,d7e5503c,5034503c,5034503c,afcb503c,afcb503c,0,0,e3aa,1,0,1,0,1,0,1,1,1,0,0,0,1,0582c000b,0002,160b,0030,c,0,0,0,ffc0,0,f,f,f,03ff,f,f,000,33c0,f,cccc,0333,00000,00,00,00000,00,00,00,0000000000000000,00,00,00,0000,0000,3fc0,0,f,f,0,0,f,f
554,554,0,3fc03fc0000000000000000000000000033333c003ffffc00030160b0002fbbb0afc9503c5036503cd7e4503c281b503c07b6b0c39c44b0c3f849b0c363bbb0c3,63bbb0c3,63bbb0c3,f849b0c3,f849b0c3,9c44b0c3,9c44b0c3,07b6b0c3,07b6b0c3,281b503c,281b503c,d7e4503c,d7e4503c,5036503c,5036503c,afc9503c,afc9503c,0,1,fbbb,1,0,1,1,1,0,1,1,1,0,1,1,1,0582c000b,0002,160b,0030,c,0,0,0,ffc0,0,f,f,f,03ff,f,f,000,33c0,f,cccc,0333,00000,00,00,00000,00,00,00,0000000000000000,00,00,00,0000,0000,3fc0,0,f,f,0,0,f,f
555,555,0,3fc03fc0000000000000000000000000033333c003ffffc00030160b0002fbbb0afc7503c5038503cd7e3503c281c503c07a7b0c39c5cb0c3f858b0c363a3b0c3,63a3b0c3,63a3b0c3,f858b0c3,f858b0c3,9c5cb0c3,9c5cb0c3,07a7b0c3,07a7b0c3,281c503c,281c503c,d7e3503c,d7e3503c,5038503c,5038503c,afc7503c,afc7503c,0,1,fbbb,1,0,1,1,1,0,1,1,1,0,1,1,1,0582c000b,0002,160b,0030,c,0,0,0,ffc0,0,f,f,f,03ff,f,f,000,33c0,f,cccc,0333,00000,00,00,00000,00,00,00,0000000000000000,00,00,00,0000,0000,3fc0,0,f,f,0,0,f,f
556,556,0,3fc03fc0000000000000000000000000033333c003ffffc00030160b0002e22b0afc5503c503a503cd7e2503c281d503c07bab0c39c42b0c3f845b0c363bdb0c3,63bdb0c3,63bdb0c3,f845b0c3,f845b0c3,9c42b0c3,9c42b0c3,07bab0c3,07bab0c3,281d503c,281d503c,d7e2503c,d7e2503c,503a503c,503a503c,afc5503c,afc5503c,0,1,e22b,1,0,1,0,1,0,0,0,1,0,0,0,1,0582c000b,0002,160b,0030,c,0,0,0,ffc0,0,f,f,f,03ff,f,f,000,33c0,f,cccc,0333,00000,00,00,00000,00,00,00,0000000000000000,00,00,00,0000,0000,3fc0,0,f,f,0,0,f,f
557,557,0,3fc03fc0000000000000000000000000033333c003ffffc00030160b0002e22a0afc3503c503c503cd7e1503c281e503c07bcb0c39c41b0c3f843b0c363beb0c3,63beb0c3,63beb0c3,f843b0c3,f843b0c3,9c41b0c3,9c41b0c3,07bcb0c3,07bcb0c3,281e503c,281e503c,d7e1503c,d7e1503c,503c503c,503c503c,afc3503c,afc3503c,0,0,e22a,1,0,1,0,1,0,0,0,1,0,0,0,1,0582c000b,0002,160b,0030,c,0,0,0,ffc0,0,f,f,f,03ff,f,f,000,33c0,f,cccc,0333,00000,00,00,00000,00,00,00,0000000000000000,00,00,00,0000,0000,3fc0,0,f,f,0,0,f,f
558,558,0,3fc03fc0000000000000000000000000033333c003ffffc00030160b0002e3aa0afc1503c503e503cd7e0503c281f503c07a1b0c39c40b0c3f85eb0c363bfb0c3,63bfb0c3,63bfb0c3,f85eb0c3,f85eb0c3,9c40b0c3,9c40b0c3,07a1b0c3,07a1b0c3,281f503c,281f503c,d7e0503c,d7e0503c,503e503c,503e503c,afc1503c,afc1503c,0,0,e3aa,1,0,1,0,1,0,1,1,1,0,0,0,1,0582c000b,0002,160b,0030,c,0,0,0,ffc0,0,f,f,f,03ff,f,f,000,33c0,f,cccc,0333,00000,00,00,00000,00,00,00,0000000000000000,00,00,00,0000,0000,3fc0,0,f,f,0,0,f,f
559,559,0,3fc03fc0000000000000000000000000033333c003ffffc00030160b0002fbbb0afbf503c5040503cd7df503c2820503c07dfb0c39c9fb0c3f820b0c36360b0c3,6360b0c3,6360b0c3,f820b0c3,f820b0c3,9c9fb0c3,9c9fb0c3,07dfb0c3,07dfb0c3,2820503c,2820503c,d7df503c,d7df503c,5040503c,5040503c,afbf503c,afbf503c,0,1,fbbb,1,0,1,1,1,0,1,1,1,0,1,1,1,0582c000b,0002,160b,0030,c,0,0,0,ffc0,0,f,f,f,03ff,f,f,000,33c0,f,cccc,0333,00000,00,00,00000,00,00,00,0000000000000000,00,00,00,0000,0000,3fc0,0,f,f,0,0,f,f
560,560,0,3fc03fc0000000000000000000000000033333c003ffffc00030160b0002fbbb0afbd503c5042503cd7de503c2821503c07ddb0c39c9eb0c3f822b0c36361b0c3,6361b0c3,6361b0c3,f822b0c3,f822b0c3,9c9eb0c3,9c9eb0c3,07ddb0c3,07ddb0c3,2821503c,2821503c,d7de503c,d7de503c,5042503c,5042503c,afbd503c,afbd503c,0,1,fbbb,1,0,1,1,1,0,1,1,1,0,1,1,1,0582c000b,0002,160b,0030,c,0,0,0,ffc0,0,f,f,f,03ff,f,f,000,33c0,f,cccc,0333,00000,00,00,00000,00,00,00,0000000000000000,00,00,00,0000,0000,3fc0,0,f,f,0,0,f,f
561,561,0,3fc03fc0000000000000000000000000033333c003ffffc00030160b0002e22b0afbb503c5044503cd7dd503c2822503c07dbb0c39c9db0c3f824b0c36362b0c3,6362b0c3,6362b0c3,f824b0c3,f824b0c3,9c9db0c3,9c9db0c3,07dbb0c3,07dbb0c3,2822503c,2822503c,d7dd503c,d7dd503c,5044503c,5044503c,afbb503c,afbb503c,0,1,e22b,1,0,1,0,1,0,0,0,1,0,0,0,1,0582c000b,0002,160b,0030,c,0,0,0,ffc0,0,f,f,f,03ff,f,f,000,33c0,f,cccc,0333,00000,00,00,00000,00,00,00,0000000000000000,00,00,00,0000,0000,3fc0,0,f,f,0,0,f,f
562,562,0,3fc03fc0000000000000000000000000033333c003ffffc00030160b0002e22a0afb9503c5046503cd7dc503c2823503c07c6b0c39c83b0c3f839b0c3637cb0c3,637cb0c3,637cb0c3,f839b0c3,f839b0c3,9c83b0c3,9c83b0c3,07c6b0c3,07c6b0c3,2823503c,2823503c,d7dc503c,d7dc503c,5046503c,5046503c,afb9503c,afb9503c,0,0,e22a,1,0,1,0,1,0,0,0,1,0,0,0,1,0582c000b,0002,160b,0030,c,0,0,0,ffc0,0,f,f,f,03ff,f,f,000,33c0,f,cccc,0333,00000,00,00,00000,00,00,00,0000000000000000,00,00,00,0000,0000,3fc0,0,f,f,0,0,f,f
563,563,0,3fc03fc0000000000000000000000000033333c003ffffc00030160b0002e3aa0afb7503c5048503cd7db503c2824503c07d7b0c39c9bb0c3f828b0c36364b0c3,6364b0c3,6364b0c3,f828b0c3,f828b0c3,9c9bb0c3,9c9bb0c3,07d7b0c3,07d7b0c3,2824503c,2824503c,d7db503c,d7db503c,5048503c,5048503c,afb7503c,afb7503c,0,0,e3aa,1,0,1,0,1,0,1,1,1,0,0,0,1,0582c000b,0002,160b,0030,c,0,0,0,ffc0,0,f,f,f,03ff,f,f,000,33c0,f,cccc,0333,00000,00,00,00000,00,00,00,0000000000000000,00,00,00,0000,0000,3fc0,0,f,f,0,0,f,f
564,564,0,3fc03fc0000000000000000000000000033333c003ffffc00030160b0002fbbb0afb5503c504a503cd7da503c2825503c07cab0c39c85b0c3f835b0c3637ab0c3,637ab0c3,637ab0c3,f835b0c3,f835b0c3,9c85b0c3,9c85b0c3,07cab0c3,07cab0c3,2825503c,2825503c,d7da503c,d7da503c,504a503c,504a503c,afb5503c,afb5503c,0,1,fbbb,1,0,1,1,1,0,1,1,1,0,1,1,1,0582c000b,0002,160b,0030,c,0,0,0,ffc0,0,f,f,f,03ff,f,f,000,33c0,f,cccc,0333,00000,00,00,00000,00,00,00,0000000000000000,00,00,00,0000,0000,3fc0,0,f,f,0,0,f,f
565,565,0,3fc03fc0000000000000000000000000033333c003ffffc00030160b0002fbbb0afb3503c504c503cd7d9503c2826503c07ccb0c39c86b0c3f833b0c36379b0c3,6379b0c3,6379b0c3,f833b0c3,f833b0c3,9c86b0c3,9c86b0c3,07ccb0c3,07ccb0c3,2826503c,2826503c,d7d9503c,d7d9503c,504c503c,504c503c,afb3503c,afb3503c,0,1,fbbb,1,0,1,1,1,0,1,1,1,0,1,1,1,0582c000b,0002,160b,0030,c,0,0,0,ffc0,0,f,f,f,03ff,f,f,000,33c0,f,cccc,0333,00000,00,00,00000,00,00,00,0000000000000000,00,00,00,0000,0000,3fc0,0,f,f,0,0,f,f
566,566,0,3fc03fc0000000000000000000000000033333c003ffffc00030160b0002ea2b0afb1503c504e503cd7d8503c2827503c07ceb0c39c98b0c3f831b0c36367b0c3,6367b0c3,6367b0c3,f831b0c3,f831b0c3,9c98b0c3,9c98b0c3,07ceb0c3,07ceb0c3,2827503c,2827503c,d7d8503c,d7d8503c,504e503c,504e503c,afb1503c,afb1503c,0,1,ea2b,1,0,1,0,1,0,0,0,1,0,1,0,1,0582c000b,0002,160b,0030,c,0,0,0,ffc0,0,f,f,f,03ff,f,f,000,33c0,f,cccc,0333,00000,00,00,00000,00,00,00,0000000000000000,00,00,00,0000,0000,3fc0,0,f,f,0,0,f,f
567,567,0,3fc03fc0000000000000000000000000033333c003ffffc00030160b0002e22a0afaf503c5050503cd7d7503c2828503c07cfb0c39c97b0c3f830b0c36368b0c3,6368b0c3,6368b0c3,f830b0c3,f830b0c3,9c97b0c3,9c97b0c3,07cfb0c3,07cfb0c3,2828503c,2828503c,d7d7503c,d7d7503c,5050503c,5050503c,afaf503c,afaf503c,0,0,e22a,1,0,1,0,1,0,0,0,1,0,0,0,1,0582c000b,0002,160b,0030,c,0,0,0,ffc0,0,f,f,f,03ff,f,f,000,33c0,f,cccc,0333,00000,00,00,00000,00,00,00,0000000000000000,00,00,00,0000,0000,3fc0,0,f,f,0,0,f,f
568,568,0,3fc03fc0000000000000000000000000033333c003ffffc00030160b0002e3aa0afad503c5052503cd7d6503c2829503c07d2b0c39c89b0c3f82db0c36376b0c3,6376b0c3,6376b0c3,f82db0c3,f82db0c3,9c89b0c3,9c89b0c3,07d2b0c3,07d2b0c3,2829503c,2829503c,d7d6503c,d7d6503c,5052503c,5052503c,afad503c,afad503c,0,0,e3aa,1,0,1,0,1,0,1,1,1,0,0,0,1,0582c000b,0002,160b,0030,c,0,0,0,ffc0,0,f,f,f,03ff,f,f,000,33c0,f,cccc,0333,00000,00,00,00000,00,00,00,0000000000000000,00,00,00,0000,0000,3fc0,0,f,f,0,0,f,f
569,569,0,3fc03fc0000000000000000000000000033333c003ffffc00030160b0002fbbb0afab503c5054503cd7d5503c282a503c07d4b0c39c8ab0c3f82bb0c36375b0c3,6375b0c3,6375b0c3,f82bb0c3,f82bb0c3,9c8ab0c3,9c8ab0c3,07d4b0c3,07d4b0c3,282a503c,282a503c,d7d5503c,d7d5503c,5054503c,5054503c,afab503c,afab503c,0,1,fbbb,1,0,1,1,1,0,1,1,1,0,1,1,1,0582c000b,0002,160b,0030,c,0,0,0,ffc0,0,f,f,f,03ff,f,f,000,33c0,f,cccc,0333,00000,00,00,00000,00,00,00,0000000000000000,00,00,00,0000,0000,3fc0,0,f,f,0,0,f,f
570,570,0,3fc03fc0000000000000000000000000033333c003ffffc00030160b0002fbbb0afa9503c5056503cd7d4503c282b503c07d6b0c39c8bb0c3f829b0c36374b0c3,6374b0c3,6374b0c3,f829b0c3,f829b0c3,9c8bb0c3,9c8bb0c3,07d6b0c3,07d6b0c3,282b503c,282b503c,d7d4503c,d7d4503c,5056503c,5056503c,afa9503c,afa9503c,0,1,fbbb,1,0,1,1,1,0,1,1,1,0,1,1,1,0582c000b,0002,160b,0030,c,0,0,0,ffc0,0,f,f,f,03ff,f,f,000,33c0,f,cccc,0333,00000,00,00,00000,00,00,00,0000000000000000,00,00,00,0000,0000,3fc0,0,f,f,0,0,f,f
571,571,0,3fc03fc0000000000000000000000000033333c003ffffc00030160b0002e22b0afa7503c5058503cd7d3503c282c503c07c7b0c39c8cb0c3f838b0c36373b0c3,6373b0c3,6373b0c3,f838b0c3,f838b0c3,9c8cb0c3,9c8cb0c3,07c7b0c3,07c7b0c3,282c503c,282c503c,d7d3503c,d7d3503c,5058503c,5058503c,afa7503c,afa7503c,0,1,e22b,1,0,1,0,1,0,0,0,1,0,0,0,1,0582c000b,0002,160b,0030,c,0,0,0,ffc0,0,f,f,f,03ff,f,f,000,33c0,f,cccc,0333,00000,00,00,00000,00,00,00,0000000000000000,00,00,00,0000,0000,3fc0,0,f,f,0,0,f,f
572,572,0,3fc03fc0000000000000000000000000033333c003ffffc00030160b0002e22a0afa5503c505a503cd7d2503c282d503c07dab0c39c8db0c3f825b0c36372b0c3,6372b0c3,6372b0c3,f825b0c3,f825b0c3,9c8db0c3,9c8db0c3,07dab0c3,07dab0c3,282d503c,282d503c,d7d2503c,d7d2503c,505a503c,505a503c,afa5503c,afa5503c,0,0,e22a,1,0,1,0,1,0,0,0,1,0,0,0,1,0582c000b,0002,160b,0030,c,0,0,0,ffc0,0,f,f,f,03ff,f,f,000,33c0,f,cccc,0333,00000,00,00,00000,00,00,00,0000000000000000,00,00,00,0000,0000,3fc0,0,f,f,0,0,f,f
573,573,0,3fc03fc0000000000000000000000000033333c003ffffc00030160b0002e3aa0afa3503c505c503cd7d1503c282e503c07dcb0c39c8eb0c3f823b0c36371b0c3,6371b0c3,6371b0c3,f823b0c3,f823b0c3,9c8eb0c3,9c8eb0c3,07dcb0c3,07dcb0c3,282e503c,282e503c,d7d1503c,d7d1503c,505c503c,505c503c,afa3503c,afa3503c,0,0,e3aa,1,0,1,0,1,0,1,1,1,0,0,0,1,0582c000b,0002,160b,0030,c,0,0,0,ffc0,0,f,f,f,03ff,f,f,000,33c0,f,cccc,0333,00000,00,00,00000,00,00,00,0000000000000000,00,00,00,0000,0000,3fc0,0,f,f,0,0,f,f
574,574,0,3fc03fc0000000000000000000000000033333c003ffffc00030160b0002fbbb0afa1503c505e503cd7d0503c282f503c07c1b0c39c90b0c3f83eb0c3636fb0c3,636fb0c3,636fb0c3,f83eb0c3,f83eb0c3,9c90b0c3,9c90b0c3,07c1b0c3,07c1b0c3,282f503c,282f503c,d7d0503c,d7d0503c,505e503c,505e503c,afa1503c,afa1503c,0,1,fbbb,1,0,1,1,1,0,1,1,1,0,1,1,1,0582c000b,0002,160b,0030,c,0,0,0,ffc0,0,f,f,f,03ff,f,f,000,33c0,f,cccc,0333,00000,00,00,00000,00,00,00,0000000000000000,00,00,00,0000,0000,3fc0,0,f,f,0,0,f,f
575,575,0,3fc03fc0000000000000000000000000033333c003ffffc00030160b0002fbbb0af9f503c5060503cd7cf503c2830503c071fb0c39c8fb0c3f8e0b0c36370b0c3,6370b0c3,6370b0c3,f8e0b0c3,f8e0b0c3,9c8fb0c3,9c8fb0c3,071fb0c3,071fb0c3,2830503c,2830503c,d7cf503c,d7cf503c,5060503c,5060503c,af9f503c,af9f503c,0,1,fbbb,1,0,1,1,1,0,1,1,1,0,1,1,1,0582c000b,0002,160b,0030,c,0,0,0,ffc0,0,f,f,f,03ff,f,f,000,33c0,f,cccc,0333,00000,00,00,00000,00,00,00,0000000000000000,00,00,00,0000,0000,3fc0,0,f,f,0,0,f,f
576,576,0,3fc03fc0000000000000000000000000033333c003ffffc00030160b0002e22b0af9d503c5062503cd7ce503c2831503c071db0c39c91b0c3f8e2b0c3636eb0c3,636eb0c3,636eb0c3,f8e2b0c3,f8e2b0c3,9c91b0c3,9c91b0c3,071db0c3,071db0c3,2831503c,2831503c,d7ce503c,d7ce503c,5062503c,5062503c,af9d503c,af9d503c,0,1,e22b,1,0,1,0,1,0,0,0,1,0,0,0,1,0582c000b,0002,160b,0030,c,0,0,0,ffc0,0,f,f,f,03ff,f,f,000,33c0,f,cccc,0333,00000,00,00,00000,00,00,00,0000000000000000,00,00,00,0000,0000,3fc0,0,f,f,0,0,f,f
577,577,0,3fc03fc0000000000000000000000000033333c003ffffc00030160b0002e22a0af9b503c5064503cd7cd503c2832503c071bb0c39c92b0c3f8e4b0c3636db0c3,636db0c3,636db0c3,f8e4b0c3,f8e4b0c3,9c92b0c3,9c92b0c3,071bb0c3,071bb0c3,2832503c,2832503c,d7cd503c,d7cd503c,5064503c,5064503c,af9b503c,af9b503c,0,0,e22a,1,0,1,0,1,0,0,0,1,0,0,0,1,0582c000b,0002,160b,0030,c,0,0,0,ffc0,0,f,f,f,03ff,f,f,000,33c0,f,cccc,0333,00000,00,00,00000,00,00,00,0000000000000000,00,00,00,0000,0000,3fc0,0,f,f,0,0,f,f
578,578,0,3fc03fc0000000000000000000000000033333c003ffffc00030160b0002e3aa0af99503c5066503cd7cc503c2833503c0706b0c39c93b0c3f8f9b0c3636cb0c3,636cb0c3,636cb0c3,f8f9b0c3,f8f9b0c3,9c93b0c3,9c93b0c3,0706b0c3,0706b0c3,2833503c,2833503c,d7cc503c,d7cc503c,5066503c,5066503c,af99503c,af99503c,0,0,e3aa,1,0,1,0,1,0,1,1,1,0,0,0,1,0582c000b,0002,160b,0030,c,0,0,0,ffc0,0,f,f,f,03ff,f,f,000,33c0,f,cccc,0333,00000,00,00,00000,00,00,00,0000000000000000,00,00,00,0000,0000,3fc0,0,f,f,0,0,f,f
579,579,0,3fc03fc0000000000000000000000000033333c003ffffc00030160b0002fbbb0af97503c5068503cd7cb503c2834503c0717b0c39c94b0c3f8e8b0c3636bb0c3,636bb0c3,636bb0c3,f8e8b0c3,f8e8b0c3,9c94b0c3,9c94b0c3,0717b0c3,0717b0c3,2834503c,2834503c,d7cb503c,d7cb503c,5068503c,5068503c,af97503c,af97503c,0,1,fbbb,1,0,1,1,1,0,1,1,1,0,1,1,1,0582c000b,0002,160b,0030,c,0,0,0,ffc0,0,f,f,f,03ff,f,f,000,33c0,f,cccc,0333,00000,00,00,00000,00,00,00,0000000000000000,00,00,00,0000,0000,3fc0,0,f,f,0,0,f,f
